available,category,image,link,price,shop,sku,title
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/72/02/10272/images/12507/12507.170x0.jpeg,https://28bit.ru/meshify-2-compact-black-tg-dark-tint-fd-c-mes2c-02/,10 430,28bit.ru,10563,Компьютерный корпус Fractal Design MESHIFY 2 Compact Black TG DARK Tint FD-C-MES2C-02
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/36/94/19436/images/33984/33984.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-fractal-design-pop-air-solid-black-fd-c-poa1a-01/,10 430,28bit.ru,20073,Компьютерный корпус Fractal Design POP AIR Solid Black FD-C-POA1A-01
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/27/95/19527/images/34901/34901.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-fractal-design-pop-mini-silent-black-solid-fd-c-pos1m-01/,10 460,28bit.ru,20164,Компьютерный корпус Fractal Design POP MINI SILENT Black Solid FD-C-POS1M-01
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/28/95/19528/images/34902/34902.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-fractal-design-pop-mini-silent-black-tg-fd-c-pos1m-02/,10 460,28bit.ru,20165,Компьютерный корпус Fractal Design POP MINI SILENT TG Black FD-C-POS1M-02
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/45/31/13145/images/28310/28310.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-fractal-design-define-mini-c-fd-ca-def-mini-c-bk/,10 490,28bit.ru,13440,Компьютерный корпус Fractal Design DEFINE Mini C FD-CA-DEF-MINI-C-BK
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/97/38/13897/images/29031/29031.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-msi-argb-tg-brown-box-mpg-velox-100r/,10 520,28bit.ru,14218,Компьютерный корпус MSI MPG VELOX 100R ARGB TG Brown Box
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/53/78/17853/images/30415/30415.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-silverstone-sugo-14-sst-sg14w/,10 540,28bit.ru,18472,Компьютерный корпус SilverStone SUGO 14 SST-SG14W
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/38/31/13138/images/28303/28303.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-fractal-design-meshify-c-solid-side-panel-fd-ca-mesh-c-bko/,10 660,28bit.ru,13433,Компьютерный корпус Fractal Design MESHIFY C Solid Side Panel FD-CA-MESH-C-BKO
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/03/50/5003/images/9612/9612.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-be-quiet-pure-base-500-dx-white-bgw38/,10 740,28bit.ru,5004,Компьютерный корпус Be Quiet! PURE BASE 500 DX White BGW38
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/56/94/19456/images/34002/34002.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-zalman-x3-white-bez-bp-bokovoe-okno-zakalennoe-steklo-belyy-atx/,10 780,28bit.ru,20093,Компьютерный корпус ZALMAN X3 TG White
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/33/95/19533/images/34906/34906.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-fractal-design-pop-air-black-tg-fd-c-poa1a-02/,10 790,28bit.ru,20170,Компьютерный корпус Fractal Design POP AIR Black TG FD-C-POA1A-02
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/34/95/19534/images/34907/34907.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-fractal-design-pop-air-white-tg-fd-c-poa1a-03/,10 790,28bit.ru,20171,Компьютерный корпус Fractal Design POP AIR White TG FD-C-POA1A-03
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/49/94/19449/images/33997/33997.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-fractal-design-pop-silent-black-solid-fd-c-pos1a-01/,10 840,28bit.ru,20086,Компьютерный корпус Fractal Design POP SILENT Solid Black FD-C-POS1A-01
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/50/94/19450/images/33998/33998.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-fractal-design-pop-silent-black-tg-clear-tint-fd-c-pos1a-02/,10 840,28bit.ru,20087,Компьютерный корпус Fractal Design POP SILENT TG Black FD-C-POS1A-02
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/23/31/13123/images/28288/28288.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-cougar-dust-2-desert-sand-385qm90-0003/,10 890,28bit.ru,13418,Компьютерный корпус Cougar DUST 2 Desert Sand 385QM90.0003
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/90/92/19290/images/32332/32332.170x0.jpeg,https://28bit.ru/meshify-2-nano-black-tg-dark-tint-fd-c-mes2n-01-702627/,10 890,28bit.ru,19927,Компьютерный корпус Fractal Design MESHIFY 2 Nano Black TG FD-C-MES2N-01
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/22/89/18922/images/31602/31602.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-raijintek-paean-mini-black-0r20b00213/,10 990,28bit.ru,19551,Компьютерный корпус RAIJINTEK PAEAN MINI Black 0R20B00213
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/51/95/19551/images/34924/34924.170x0.jpeg,https://28bit.ru/materinskaya-plata-msi-pro-b760m-g-ddr4/,11 050,28bit.ru,20188,Материнская плата MSI PRO B760M-G DDR4
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/76/49/4976/images/9588/9588.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-be-quiet-pure-base-500-dx-black-bgw37/,11 210,28bit.ru,4977,Компьютерный корпус Be Quiet! PURE BASE 500 DX Black BGW37
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/73/12/11273/images/26530/26530.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-phanteks-eclipse-p500a-tg-satin-black-ph-ec500atg_bk01/,11 210,28bit.ru,11564,Компьютерный корпус PHANTEKS ECLIPSE P500A TG Satin Black PH-EC500ATG_BK01
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/49/31/13149/images/28314/28314.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-fractal-design-define-c-fd-ca-def-c-bk/,11 210,28bit.ru,13444,Компьютерный корпус Fractal Design DEFINE C FD-CA-DEF-C-BK
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/63/48/4863/images/9477/9477.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-fractal-design-meshify-c-mini-black-fd-ca-mesh-c-mini-bko-tgd/,11 240,28bit.ru,4864,Компьютерный корпус Fractal Design MESHIFY C Mini Black FD-CA-MESH-C-MINI-BKO-TGD
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/39/31/13139/images/28304/28304.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-fractal-design-meshify-c-blackout-tg-light-tint-fd-ca-mesh-c-bko-tgl/,11 250,28bit.ru,13434,Компьютерный корпус Fractal Design MESHIFY C Blackout TG LIGHT Tint FD-CA-MESH-C-BKO-TGL
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/32/89/18932/images/31612/31612.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-raijintek-ophion-m-evo-als-black-0r20b00138/,11 360,28bit.ru,19561,Компьютерный корпус RAIJINTEK OPHION M EVO ALS Black 0R20B00138
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/51/78/17851/images/30413/30413.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-silverstone-sst-sg12b-sff-sg12-bk-c245/,11 400,28bit.ru,18470,Компьютерный корпус SilverStone SST-SG12B SFF-SG12-BK(C245)
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/24/88/18824/images/31505/31505.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-cougar-mx670-rgb-black/,11 400,28bit.ru,19453,Компьютерный корпус Cougar MX670 RGB Black
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/34/50/5034/images/9642/9642.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-be-quiet-silent-base-601-orange-bg025/,11 420,28bit.ru,5035,Компьютерный корпус Be Quiet! SILENT BASE 601 Orange BG025
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/28/89/18928/images/31608/31608.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-raijintek-paean-m-black-0r200068/,11 460,28bit.ru,19557,Компьютерный корпус RAIJINTEK PAEAN M Black 0R200068
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/29/89/18929/images/31609/31609.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-raijintek-ophion-evo-black-0r20b00098/,11 460,28bit.ru,19558,Компьютерный корпус RAIJINTEK OPHION EVO Black 0R20B00098
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/31/95/19531/images/34904/34904.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-fractal-design-pop-mini-air-rgb-white-tg-fd-c-por1m-01/,11 510,28bit.ru,20168,Компьютерный корпус Fractal Design POP MINI AIR RGB TG White FD-C-POR1M-01
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/32/95/19532/images/34905/34905.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-fractal-design-pop-mini-air-rgb-tg-black-fd-c-por1m-06/,11 510,28bit.ru,20169,Компьютерный корпус Fractal Design POP MINI AIR RGB TG Black FD-C-POR1M-06
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/37/31/13137/images/28302/28302.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-fractal-design-node-804-black-acrylic-side-window-fd-ca-node-804-bl-w/,11 670,28bit.ru,13432,Компьютерный корпус Fractal Design NODE 804 Black acrylic side window FD-CA-NODE-804-BL-W
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/30/89/18930/images/31610/31610.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-raijintek-ophion-evo-white-0r20b00151/,11 800,28bit.ru,19559,Компьютерный корпус RAIJINTEK OPHION EVO White 0R20B00151
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/45/25/12545/images/27732/27732.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-silverstone-black-sst-ftz01b/,11 820,28bit.ru,12840,Компьютерный корпус SilverStone Black SST-FTZ01B
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/50/95/19550/images/34923/34923.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-fractal-design-pop-air-rgb-black-tg-fd-c-por1a-06/,11 820,28bit.ru,20187,Компьютерный корпус Fractal Design POP AIR RGB Black TG FD-C-POR1A-06
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/35/95/19535/images/34908/34908.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-fractal-design-pop-air-rgb-white-tg-fd-c-por1a-01/,11 920,28bit.ru,20172,Компьютерный корпус Fractal Design POP AIR RGB White TG FD-C-POR1A-01
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/37/50/5037/images/9643/9643.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-be-quiet-silent-base-601-window-orange-bgw25/,11 930,28bit.ru,5038,Компьютерный корпус Be Quiet! SILENT BASE 601 WINDOW Orange BGW25
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/38/49/4938/images/9553/9553.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-gigabyte-aorus-c300-glass-black-gb-ac300g/,11 940,28bit.ru,4939,Компьютерный корпус GIGABYTE AORUS C300 Glass Black GB-AC300G
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/44/95/19544/images/34917/34917.170x0.jpeg,https://28bit.ru/korpus-jonsbo-vr3-black-bez-bp-mini-itx-chernyy/,11 960,28bit.ru,20181,Компьютерный корпус JONSBO VR3 Black
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/60/31/13160/images/28325/28325.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-fractal-design-torrent-nano-black-solid-fd-c-tor1n-04/,12 030,28bit.ru,13455,Компьютерный корпус Fractal Design TORRENT NANO Black Solid FD-C-TOR1N-04
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/74/87/18774/images/31455/31455.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-magniumgear-neo-qube-2-argb-tg-black-mg-ne620q_dbk02_ru/,12 140,28bit.ru,19403,Компьютерный корпус MagniumGear NEO QUBE 2 ARGB TG Black MG-NE620Q_DBK02_RU
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/76/31/13176/images/28341/28341.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-jonsbo-u5s-silver/,12 220,28bit.ru,13471,Компьютерный корпус JONSBO U5S Silver
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/36/50/5036/images/4917/4917.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-be-quiet-silent-base-601-silver-bg027/,12 240,28bit.ru,5037,Компьютерный корпус Be Quiet! SILENT BASE 601 Silver BG027
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/40/31/13140/images/28305/28305.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-fractal-design-meshify-c-tg-white-fd-ca-mesh-c-wt-tgc/,12 240,28bit.ru,13435,Компьютерный корпус Fractal Design MESHIFY C TG White FD-CA-MESH-C-WT-TGC
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/51/94/19451/images/33999/33999.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-fractal-design-meshify-c-blackout-tg-dark-tint-atx-tempered-glass-2x120mm-fans-inc-fd-ca-mesh-c-bko-tg/,12 240,28bit.ru,20088,Компьютерный корпус Fractal Design MESHIFY C Blackout TG FD-CA-MESH-C-BKO-TG
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/11/95/19511/images/34872/34872.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-jonsbo-v11-black/,12 250,28bit.ru,20148,Компьютерный корпус JONSBO V11 Black
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/45/95/19545/images/34918/34918.170x0.jpeg,https://28bit.ru/korpus-jonsbo-vr3-white-bez-bp-mini-itx-belyy/,12 390,28bit.ru,20182,Компьютерный корпус JONSBO VR3 White
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/71/87/18771/images/31452/31452.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-phanteks-eclipse-p500a-argb-tg-white-ph-ec500atg_dmw01_ru/,12 530,28bit.ru,19400,Компьютерный корпус PHANTEKS ECLIPSE P500A A/DRGB TG White PH-EC500ATG_DMW01_RU
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/35/50/5035/images/4916/4916.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-be-quiet-silent-base-601-black-bg026/,12 570,28bit.ru,5036,Компьютерный корпус Be Quiet! SILENT BASE 601 Black BG026
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/56/31/13156/images/28321/28321.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-fractal-design-era-itx-silver-white-oak-fd-ca-era-itx-si/,12 600,28bit.ru,13451,Компьютерный корпус Fractal Design ERA ITX Silver White Oak FD-CA-ERA-ITX-SI
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/58/31/13158/images/28323/28323.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-fractal-design-era-itx-carbon-tg-fd-ca-era-itx-bk/,12 600,28bit.ru,13453,Компьютерный корпус Fractal Design ERA ITX CARBON TG FD-CA-ERA-ITX-BK
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/91/92/19291/images/32333/32333.170x0.jpeg,https://28bit.ru/meshify-2-mini-black-tg-dark-tint-fd-c-mes2m-01-702641/,12 670,28bit.ru,19928,Компьютерный корпус Fractal Design MESHIFY 2 Mini Black TG FD-C-MES2M-01
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/75/87/18775/images/31456/31456.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-magniumgear-neo-qube-2-argb-tg-white-mg-ne620q_dwt02_ru/,12 700,28bit.ru,19404,Компьютерный корпус MagniumGear NEO QUBE 2 ARGB TG White MG-NE620Q_DWT02_RU
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/16/94/19416/images/33907/33907.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-fractal-design-meshify-2-compact-lite-tg-black-fd-c-mel2c-03/,12 790,28bit.ru,20053,Компьютерный корпус Fractal Design MESHIFY 2 Compact Lite TG Black FD-C-MEL2C-03
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/17/94/19417/images/33908/33908.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-fractal-design-meshify-2-compact-lite-tg-white-fd-c-mel2c-04/,12 790,28bit.ru,20054,Компьютерный корпус Fractal Design MESHIFY 2 Compact Lite TG White FD-C-MEL2C-04
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/58/92/9258/images/29528/29528.170x0.jpg,https://28bit.ru/korpus-chenbro-sr30169-t2-mini-itx/,12 810,28bit.ru,9287,Компьютерный корпус CHENBRO SR30169H03*14850 T2 Mini-ITX
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/37/27/12737/images/27915/27915.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-silverstone-sst-alg1mb/,12 830,28bit.ru,13032,Компьютерный корпус SilverStone SST-ALG1MB
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/54/78/17854/images/30416/30416.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-silverstone-sst-seh1b-g/,13 060,28bit.ru,18473,Компьютерный корпус SilverStone SST-SEH1B-G
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/12/95/19512/images/34873/34873.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-jonsbo-v11-silver/,13 110,28bit.ru,20149,Компьютерный корпус JONSBO V11 Silver
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/13/94/19413/images/33904/33904.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-fractal-design-meshify-2-mini-tg-white-fd-c-mes2m-02/,13 200,28bit.ru,20050,Компьютерный корпус Fractal Design MESHIFY 2 Mini TG White FD-C-MES2M-02
1,Корпуса,https://28bit.ru/wa-data/public/shop/products/62/31/13162/images/28327/28327.170x0.jpeg,https://28bit.ru/kompyuternyy-korpus-fractal-design-torrent-nano-rgb-black-tg-light-tint-fd-c-tor1n-02/,13 210,28bit.ru,13457,Компьютерный корпус Fractal Design TORRENT NANO RGB TG LIGHT Tint Black FD-C-TOR1N-02
1,Охлаждение,https://28bit.ru/wa-data/public/shop/products/66/89/18966/images/31646/31646.170x0.jpeg,https://28bit.ru/crls-300ds-3pcs-argb-fan-kit-with-controller-2pcs-led-strips-size-120-120-25mm-voltage-12v-current-0-2a-0-41a-speed-700-1800rpm-10-airflow-30-4-55-3/,2 090,28bit.ru,19600,Вентилятор в корпус ALSEYE CRLS-300DS ARGB PWM
1,Охлаждение,https://28bit.ru/wa-data/public/shop/products/79/73/17379/images/30029/30029.170x0.jpeg,https://28bit.ru/kuler-dlya-protsessora-deepcool-ak400-ret-silver-black/,2 120,28bit.ru,17984,Кулер для процессора Deepcool AK400 Silver/Black (AK400-BKNNMN-G-1)
1,Охлаждение,https://28bit.ru/wa-data/public/shop/products/06/91/9106/images/11469/11469.170x0.jpeg,https://28bit.ru/kuler-dlya-protsessora-alseye-h120d/,2 130,28bit.ru,9102,Кулер для процессора ALSEYE H120D
1,Охлаждение,https://28bit.ru/wa-data/public/shop/products/97/82/18297/images/31009/31009.170x0.jpeg,https://28bit.ru/kuler-dlya-protsessora-alseye-h120d-white/,2 140,28bit.ru,18926,Кулер для процессора ALSEYE H120D (White)
1,Охлаждение,https://28bit.ru/wa-data/public/shop/products/50/20/12050/images/29446/29446.170x0.jpg,https://28bit.ru/ventilyator-korpusnoy-arctic-p8-value-pack-blackblack-5pc-acfan00153a-702065/,2 190,28bit.ru,12345,Вентилятор для корпуса Arctic Cooling ARCTIC P8 ACFAN00153A
1,Охлаждение,https://28bit.ru/wa-data/public/shop/products/62/69/16962/images/29278/29278.170x0.jpeg,https://28bit.ru/kuler-dlya-protsessora-arctic-cooling-freezer-11lp-retail-ucaco-p2000000-bl/,2 230,28bit.ru,17562,Кулер для процессора Arctic Cooling FREEZER 11LP Retail UCACO-P2000000-BL
1,Охлаждение,https://28bit.ru/wa-data/public/shop/products/66/69/16966/images/29282/29282.170x0.jpeg,https://28bit.ru/ventilyator-dlya-korpusa-arctic-cooling-f8-value-pack-black-5pc-acfan00234a/,2 230,28bit.ru,17566,Вентилятор для Корпуса Arctic Cooling F8 Black ACFAN00234A
1,Охлаждение,https://28bit.ru/wa-data/public/shop/products/80/73/17380/images/30030/30030.170x0.jpeg,https://28bit.ru/kuler-dlya-protsessora-deepcool-ak400-wh-ret-white/,2 230,28bit.ru,17985,Кулер для процессора Deepcool AK400 White (AK400-WHNNMN-G-1)
1,Охлаждение,https://28bit.ru/wa-data/public/shop/products/57/57/5757/images/10354/10354.170x0.jpeg,https://28bit.ru/kuler-dlya-protsessora-id-cooling-se-234-argb/,2 250,28bit.ru,5758,Кулер для процессора ID-COOLING SE-234-ARGB
1,Охлаждение,https://28bit.ru/wa-data/public/shop/products/00/87/18700/images/31381/31381.170x0.jpeg,https://28bit.ru/kuler-dlya-protsessora-id-cooling-se-207-xt-slim-pwm/,2 260,28bit.ru,19329,Кулер для процессора ID-COOLING SE-207-XT SLIM PWM
1,Охлаждение,https://28bit.ru/wa-data/public/shop/products/72/08/10872/images/13085/13085.170x0.jpeg,https://28bit.ru/kuler-be-quiet-pure-rock-slim-2--am3-am4-115x-1200--130w-tdp--1x92mm-pwm--bk030/,2 290,28bit.ru,11163,Кулер для процессора Be Quiet! PURE ROCK SLIM 2 BK030
1,Охлаждение,https://28bit.ru/wa-data/public/shop/products/55/20/12055/images/27256/27256.170x0.jpeg,https://28bit.ru/ventilyator-dlya-protsessora-arctic-cooling-freezer-a13-x-acfre00083a/,2 290,28bit.ru,12350,Кулер для процессора Arctic Cooling FREEZER A13 X ACFRE00083A
1,Охлаждение,https://28bit.ru/wa-data/public/shop/products/28/83/18328/images/31040/31040.170x0.jpeg,https://28bit.ru/kuler-dlya-protsessora-deepcool-gammaxx-ag400-bk-argb-r-ag400-bkanmc-g-2/,2 310,28bit.ru,18957,Кулер для процессора Deepcool GAMMAXX AG400 BK ARGB R-AG400-BKANMC-G-2
1,Охлаждение,https://28bit.ru/wa-data/public/shop/products/65/20/12065/images/27265/27265.170x0.jpeg,https://28bit.ru/ventilyator-dlya-protsessora-arctic-cooling-freezer-7-x-blackwhite-acfre00077a/,2 320,28bit.ru,12360,Кулер для процессора Arctic Cooling FREEZER 7 X Black/White  ACFRE00077A
1,Охлаждение,https://28bit.ru/wa-data/public/shop/products/01/87/18701/images/31382/31382.170x0.jpeg,https://28bit.ru/kuler-dlya-protsessora-id-cooling-se-207-xt-slim-snow-pwm/,2 320,28bit.ru,19330,Кулер для процессора ID-COOLING SE-207-XT SLIM Snow PWM
1,Охлаждение,https://28bit.ru/wa-data/public/shop/products/67/89/18967/images/31647/31647.170x0.jpeg,https://28bit.ru/x12-set-w-xtreme-x12-kit-adjustable-rgb-20led-12v-1200rpm-ph2-0-5pin-rtl-24-872513/,2 340,28bit.ru,19601,Вентилятор для корпуса ALSEYE X12-Set-W XTREME X12 KIT RGB(LED)
1,Охлаждение,https://28bit.ru/wa-data/public/shop/products/47/07/10747/images/12962/12962.170x0.jpeg,https://28bit.ru/komplekt-ventilyatorov-dlya-korpusa-cooler-master-masterfan-sf360r-argb-3fan-mfx-b2d3-18npa-r1/,2 360,28bit.ru,11038,Комплект вентиляторов для корпуса Cooler Master MASTERFAN SF360R ARGB 3FAN MFX-B2D3-18NPA-R1
1,Охлаждение,https://28bit.ru/wa-data/public/shop/products/29/87/18729/images/31410/31410.170x0.jpeg,https://28bit.ru/komplekt-ventilyatorov-dlya-korpusa-deepcool-fc120-3-in-1-rgb-pwm-r-fc120-bkamn3-g-1/,2 380,28bit.ru,19358,Комплект вентиляторов для корпуса Deepcool FC120-3 IN 1 RGB PWM R-FC120-BKAMN3-G-1
1,Охлаждение,https://28bit.ru/wa-data/public/shop/products/30/87/18730/images/31411/31411.170x0.jpeg,https://28bit.ru/komplekt-ventilyatorov-dlya-korpusa-deepcool-fc120-white-3-in-1-rgb-pwm/,2 380,28bit.ru,19359,Комплект вентиляторов для корпуса Deepcool FC120 WHITE-3 IN 1 RGB PWM
1,Охлаждение,,https://28bit.ru/ventilyator-dlya-protsessora-arctic-cooling-freezer-i13-x-acfre00078a-retail/,2 420,28bit.ru,12353,Кулер для процессора Arctic Cooling FREEZER i13 X ACFRE00078A Retail
1,Охлаждение,https://28bit.ru/wa-data/public/shop/products/84/87/18784/images/31465/31465.170x0.jpeg,https://28bit.ru/kuler-dlya-protsessora-jonsbo-hx4170d-black-pwm/,2 420,28bit.ru,19413,Кулер для процессора JONSBO HX4170D Black PWM
1,Охлаждение,https://28bit.ru/wa-data/public/shop/products/24/83/18324/images/31036/31036.170x0.jpeg,https://28bit.ru/ventilyator-dlya-korpusa-chenbro-rm13304-384-13311-3101a0-oem/,2 430,28bit.ru,18953,Вентилятор для корпуса Chenbro RM13304 384-13311-3101A0 OEM
1,Охлаждение,https://28bit.ru/wa-data/public/shop/products/33/76/17633/images/30280/30280.170x0.jpeg,https://28bit.ru/korpusnoy-ventilyator-be-quiet-light-wings-140mm-pwm-high-speed-bl075/,2 450,28bit.ru,18239,Корпусной вентилятор Be Quiet! LIGHT WINGS 140mm PWM BL075
1,Охлаждение,https://28bit.ru/wa-data/public/shop/products/16/91/19116/images/32133/32133.170x0.jpeg,https://28bit.ru/kuler-dlya-protsessora-id-cooling-se-206-xt-pwm/,2 450,28bit.ru,19753,Кулер для процессора ID-COOLING SE-206-XT PWM
1,Охлаждение,https://28bit.ru/wa-data/public/shop/products/73/89/18973/images/31653/31653.170x0.jpeg,https://28bit.ru/x12-set-gy-xtreme-x12-kit-adjustable-rgb-20led-12v-1200rpm-ph2-0-5pin-grey-rtl-24-872469/,2 460,28bit.ru,19607,Вентилятор для корпуса ALSEYE X12-SET-GY XTREME X12 KIT RGB Gray PWM
1,Охлаждение,https://28bit.ru/wa-data/public/shop/products/19/09/10919/images/13131/13131.170x0.jpeg,https://28bit.ru/kuler-dlya-protsessora-pccooler-gi-h58ub-corona-r/,2 470,28bit.ru,11210,Кулер для процессора PCcooler GI-H58UB CORONA R
1,Охлаждение,https://28bit.ru/wa-data/public/shop/products/29/83/18329/images/31041/31041.170x0.jpeg,https://28bit.ru/kuler-dlya-protsessora-deepcool-ak400-zero-dark-r-ak400-bknnmn-g-2/,2 480,28bit.ru,18958,Кулер для процессора Deepcool AK400 ZERO DARK R-AK400-BKNNMN-G-2
1,Охлаждение,https://28bit.ru/wa-data/public/shop/products/07/87/18707/images/31388/31388.170x0.jpeg,https://28bit.ru/ventilyator-dlya-korpusa-be-quiet-silent-wings-pro-4-bl098/,2 480,28bit.ru,19336,Вентилятор для корпуса Be Quiet! SILENT WINGS PRO 4 BL098
1,Охлаждение,https://28bit.ru/wa-data/public/shop/products/80/08/10880/images/13093/13093.170x0.jpeg,https://28bit.ru/kuler-dlya-protsessora-id-cooling-se-225-xt-black/,2 490,28bit.ru,11171,Кулер для процессора ID-COOLING SE-225-XT BLACK
1,Охлаждение,https://28bit.ru/wa-data/public/shop/products/08/87/18708/images/31389/31389.170x0.jpeg,https://28bit.ru/kuler-dlya-protsessora-id-cooling-se-225-xt-black-v2-pwm/,2 510,28bit.ru,19337,Кулер для процессора ID-COOLING SE-225-XT Black V2 PWM
